nc_id,source_family,source_file,source_section_or_json_path,modal_strength,normative_clause,atomic_requirement,evidence_excerpt,extraction_rationale,lineage_status,predecessor_nc_ids,confidence
NC-0250,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/DocumentVersion/fields[3],,version,version,version,Extracted programmatically,NEW,,MEDIUM
NC-0251,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/DocumentVersion/fields[4],,storageRef,storageRef,storageRef,Extracted programmatically,NEW,,MEDIUM
NC-0252,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/DocumentVersion/fields[5],,sha256,sha256,sha256,Extracted programmatically,NEW,,MEDIUM
NC-0253,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/DocumentVersion/fields[6],,createdBy,createdBy,createdBy,Extracted programmatically,NEW,,MEDIUM
NC-0254,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/DocumentVersion/fields[7],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0255,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/DocumentVersion/indexes[0],,"unique(organizationId,documentId,version)","unique(organizationId,documentId,version)","unique(organizationId,documentId,version)",Extracted programmatically,NEW,,MEDIUM
NC-0256,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/DocumentVersion/ownership,,TENANT_SCOPED,TENANT_SCOPED,TENANT_SCOPED,Extracted programmatically,NEW,,MEDIUM
NC-0257,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0258,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0259,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[2],,documentId,documentId,documentId,Extracted programmatically,NEW,,MEDIUM
NC-0260,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[3],,documentVersionId,documentVersionId,documentVersionId,Extracted programmatically,NEW,,MEDIUM
NC-0261,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[4],,status,status,status,Extracted programmatically,NEW,,MEDIUM
NC-0262,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[5],,extractorVersion,extractorVersion,extractorVersion,Extracted programmatically,NEW,,MEDIUM
NC-0263,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[6],,startedAt,startedAt,startedAt,Extracted programmatically,NEW,,MEDIUM
NC-0264,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[7],,completedAt,completedAt,completedAt,Extracted programmatically,NEW,,MEDIUM
NC-0265,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[8],,errorCode,errorCode,errorCode,Extracted programmatically,NEW,,MEDIUM
NC-0266,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/fields[9],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0267,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/indexes[0],,"(organizationId,status,createdAt)","(organizationId,status,createdAt)","(organizationId,status,createdAt)",Extracted programmatically,NEW,,MEDIUM
NC-0268,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/indexes[1],,"(organizationId,documentId,createdAt)","(organizationId,documentId,createdAt)","(organizationId,documentId,createdAt)",Extracted programmatically,NEW,,MEDIUM
NC-0269,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ExtractionJob/ownership,,TENANT_SCOPED,TENANT_SCOPED,TENANT_SCOPED,Extracted programmatically,NEW,,MEDIUM
NC-0270,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0271,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[10],,canonicalStatus,canonicalStatus,canonicalStatus,Extracted programmatically,NEW,,MEDIUM
NC-0272,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[11],,version,version,version,Extracted programmatically,NEW,,MEDIUM
NC-0273,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[12],,validFrom,validFrom,validFrom,Extracted programmatically,NEW,,MEDIUM
NC-0274,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[13],,validUntil,validUntil,validUntil,Extracted programmatically,NEW,,MEDIUM
NC-0275,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[14],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0276,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[15],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0277,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0278,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[2],,userId,userId,userId,Extracted programmatically,NEW,,MEDIUM
NC-0279,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[3],,entityType,entityType,entityType,Extracted programmatically,NEW,,MEDIUM
NC-0280,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[4],,entityRef,entityRef,entityRef,Extracted programmatically,NEW,,MEDIUM
NC-0281,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[5],,fieldPath,fieldPath,fieldPath,Extracted programmatically,NEW,,MEDIUM
NC-0282,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[6],,value,value,value,Extracted programmatically,NEW,,MEDIUM
NC-0283,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[7],,normalizedValue,normalizedValue,normalizedValue,Extracted programmatically,NEW,,MEDIUM
NC-0284,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[8],,verificationState,verificationState,verificationState,Extracted programmatically,NEW,,MEDIUM
NC-0285,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/fields[9],,freshnessState,freshnessState,freshnessState,Extracted programmatically,NEW,,MEDIUM
NC-0286,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/indexes[0],,"(organizationId,userId,entityType,entityRef)","(organizationId,userId,entityType,entityRef)","(organizationId,userId,entityType,entityRef)",Extracted programmatically,NEW,,MEDIUM
NC-0287,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/indexes[1],,"(organizationId,entityType,entityRef,fieldPath,canonicalStatus)","(organizationId,entityType,entityRef,fieldPath,canonicalStatus)","(organizationId,entityType,entityRef,fieldPath,canonicalStatus)",Extracted programmatically,NEW,,MEDIUM
NC-0288,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/indexes[2],,"(organizationId,freshnessState,updatedAt)","(organizationId,freshnessState,updatedAt)","(organizationId,freshnessState,updatedAt)",Extracted programmatically,NEW,,MEDIUM
NC-0289,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Fact/ownership,,TENANT_SCOPED,TENANT_SCOPED,TENANT_SCOPED,Extracted programmatically,NEW,,MEDIUM
NC-0290,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0291,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0292,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/fields[2],,userId,userId,userId,Extracted programmatically,NEW,,MEDIUM
NC-0293,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/fields[3],,role,role,role,Extracted programmatically,NEW,,MEDIUM
NC-0294,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/fields[4],,status,status,status,Extracted programmatically,NEW,,MEDIUM
NC-0295,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/fields[5],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0296,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/fields[6],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0297,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/indexes[0],,"unique(organizationId,userId)","unique(organizationId,userId)","unique(organizationId,userId)",Extracted programmatically,NEW,,MEDIUM
NC-0298,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/indexes[1],,"(userId,status)","(userId,status)","(userId,status)",Extracted programmatically,NEW,,MEDIUM
NC-0299,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/indexes[2],,"(organizationId,role,status)","(organizationId,role,status)","(organizationId,role,status)",Extracted programmatically,NEW,,MEDIUM
NC-0300,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Membership/ownership,,TENANT_SCOPED,TENANT_SCOPED,TENANT_SCOPED,Extracted programmatically,NEW,,MEDIUM
NC-0301,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0302,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0303,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/fields[2],,userId,userId,userId,Extracted programmatically,NEW,,MEDIUM
NC-0304,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/fields[3],,currentStage,currentStage,currentStage,Extracted programmatically,NEW,,MEDIUM
NC-0305,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/fields[4],,completedSteps[],completedSteps[],completedSteps[],Extracted programmatically,NEW,,MEDIUM
NC-0306,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/fields[5],,dismissedPrompts[],dismissedPrompts[],dismissedPrompts[],Extracted programmatically,NEW,,MEDIUM
NC-0307,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/fields[6],,version,version,version,Extracted programmatically,NEW,,MEDIUM
NC-0308,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/fields[7],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0309,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/indexes[0],,"unique(organizationId,userId)","unique(organizationId,userId)","unique(organizationId,userId)",Extracted programmatically,NEW,,MEDIUM
NC-0310,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/OnboardingState/ownership,,TENANT_SCOPED,TENANT_SCOPED,TENANT_SCOPED,Extracted programmatically,NEW,,MEDIUM
NC-0311,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Organization/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0312,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Organization/fields[1],,name,name,name,Extracted programmatically,NEW,,MEDIUM
NC-0313,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Organization/fields[2],,slug,slug,slug,Extracted programmatically,NEW,,MEDIUM
NC-0314,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Organization/fields[3],,status,status,status,Extracted programmatically,NEW,,MEDIUM
NC-0315,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Organization/fields[4],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0316,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Organization/fields[5],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0317,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Organization/indexes[0],,unique(slug),unique(slug),unique(slug),Extracted programmatically,NEW,,MEDIUM
NC-0318,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/Organization/ownership,,GLOBAL_ORG,GLOBAL_ORG,GLOBAL_ORG,Extracted programmatically,NEW,,MEDIUM
NC-0319,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0320,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[10],,lastVerifiedAt,lastVerifiedAt,lastVerifiedAt,Extracted programmatically,NEW,,MEDIUM
NC-0321,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[11],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0322,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0323,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[2],,factId,factId,factId,Extracted programmatically,NEW,,MEDIUM
NC-0324,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[3],,sourceType,sourceType,sourceType,Extracted programmatically,NEW,,MEDIUM
NC-0325,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[4],,sourceRef,sourceRef,sourceRef,Extracted programmatically,NEW,,MEDIUM
NC-0326,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[5],,evidenceRefs[],evidenceRefs[],evidenceRefs[],Extracted programmatically,NEW,,MEDIUM
NC-0327,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[6],,derivationMethod,derivationMethod,derivationMethod,Extracted programmatically,NEW,,MEDIUM
NC-0328,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[7],,extractorVersion,extractorVersion,extractorVersion,Extracted programmatically,NEW,,MEDIUM
NC-0329,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[8],,confidence,confidence,confidence,Extracted programmatically,NEW,,MEDIUM
NC-0330,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/fields[9],,observedAt,observedAt,observedAt,Extracted programmatically,NEW,,MEDIUM
NC-0331,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/indexes[0],,"(organizationId,factId,createdAt)","(organizationId,factId,createdAt)","(organizationId,factId,createdAt)",Extracted programmatically,NEW,,MEDIUM
NC-0332,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/indexes[1],,"(organizationId,sourceType,sourceRef)","(organizationId,sourceType,sourceRef)","(organizationId,sourceType,sourceRef)",Extracted programmatically,NEW,,MEDIUM
NC-0333,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ProvenanceRecord/ownership,,TENANT_SCOPED,TENANT_SCOPED,TENANT_SCOPED,Extracted programmatically,NEW,,MEDIUM
NC-0334,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0335,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
NC-0336,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[2],,userId,userId,userId,Extracted programmatically,NEW,,MEDIUM
NC-0337,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[3],,documentId,documentId,documentId,Extracted programmatically,NEW,,MEDIUM
NC-0338,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[4],,candidateFactIds[],candidateFactIds[],candidateFactIds[],Extracted programmatically,NEW,,MEDIUM
NC-0339,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[5],,status,status,status,Extracted programmatically,NEW,,MEDIUM
NC-0340,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[6],,version,version,version,Extracted programmatically,NEW,,MEDIUM
NC-0341,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[7],,submittedAt,submittedAt,submittedAt,Extracted programmatically,NEW,,MEDIUM
NC-0342,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[8],,createdAt,createdAt,createdAt,Extracted programmatically,NEW,,MEDIUM
NC-0343,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/fields[9],,updatedAt,updatedAt,updatedAt,Extracted programmatically,NEW,,MEDIUM
NC-0344,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/indexes[0],,"(organizationId,userId,status,createdAt)","(organizationId,userId,status,createdAt)","(organizationId,userId,status,createdAt)",Extracted programmatically,NEW,,MEDIUM
NC-0345,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/ReviewSession/ownership,,TENANT_SCOPED,TENANT_SCOPED,TENANT_SCOPED,Extracted programmatically,NEW,,MEDIUM
NC-0346,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/StudentProfile/fields[0],,_id,_id,_id,Extracted programmatically,NEW,,MEDIUM
NC-0347,Pass2,Academic_Universe_MVP_Technical_Contract_v1.0_Pass2.json,/schemas/StudentProfile/fields[1],,organizationId,organizationId,organizationId,Extracted programmatically,NEW,,MEDIUM
